scenario_id,repeat,path_shape,reference_demo,requested_speed,transition_fraction,reference_curvature_abs_mean,survived,time_to_failure_s,xy_rmse,height_rmse,target_progress_m,target_path_index,terminal_position_error_m,terminal_yaw_error_rad,final_planar_speed_m_s,last_1s_planar_speed_mean_m_s,achieved_speed_mean,achieved_planar_speed_mean,achieved_tangent_speed_mean,achieved_speed_ratio,achieved_height_mean,tilt_rms_deg,action_delta_rms
83,2,circle,,1.0,0.25,0.6628245034755871,True,20.0,0.10382902642552783,0.039401788264513016,14.136307716369629,249,0.2138308435678482,2.2974727358669043,0.4022679030895233,0.5478944778442383,-0.06390780210494995,0.6858695149421692,0.6741316914558411,0.6741316914558411,0.17136113345623016,10.28257942199707,0.3636360764503479
84,0,circle,,1.0,0.5,0.6628245653149245,False,1.6,0.1729009471993051,0.11534437537193298,14.136309623718262,249,3.0,3.122667333111167,0.04993774741888046,1.2677007913589478,0.9950453639030457,1.0033775568008423,0.981214165687561,0.981214165687561,0.2840050756931305,10.575383186340332,0.3906656503677368
85,1,circle,,1.0,0.5,0.6628245676492355,False,1.42,0.15128250899155643,0.1182827353477478,14.136311531066895,249,3.0,3.122667333111167,0.1465502828359604,1.142073631286621,0.9187354445457458,0.9326914548873901,0.8987134695053101,0.8987134695053101,0.28689029812812805,10.435565948486328,0.4025524854660034
86,2,circle,,1.0,0.5,0.662823830129451,False,1.6,0.16229037893407497,0.11359276622533798,14.136314392089844,249,3.0,3.122667333111167,0.3299473226070404,1.0480000972747803,0.8690168261528015,0.9070519208908081,0.8740388751029968,0.8740388751029968,0.28215980529785156,11.219532012939453,0.39045196771621704
87,0,circle,,1.0,0.75,0.6628230926175395,False,2.68,0.23309422995834994,0.1136464774608612,14.136313438415527,249,3.0,3.122667333111167,0.39739206433296204,0.7485112547874451,0.7592871189117432,0.9213354587554932,0.9310869574546814,0.9310869574546814,0.26645562052726746,25.6612606048584,0.5141096711158752
88,1,circle,,1.0,0.75,0.6628230926175395,False,1.1400000000000001,0.12835357680894283,0.09500367939472198,14.136313438415527,249,3.0,3.122667333111167,0.23732373118400574,0.8918372392654419,0.7911615371704102,0.7995445132255554,0.7776308655738831,0.7776308655738831,0.2610975205898285,14.18976879119873,0.5078021287918091
89,2,circle,,1.0,0.75,0.6628245541828278,False,1.62,0.1656455768637051,0.11175636947154999,14.136317253112793,249,3.0,3.122667333111167,0.3541427254676819,1.2221304178237915,0.9813635349273682,0.9927311539649963,0.9652349352836609,0.9652349352836609,0.2800517678260803,10.917384147644043,0.4485682547092438
90,0,s_curve,,0.2,0.25,0.19313920983084443,True,20.0,0.024860957596996653,0.07056620717048645,4.0,97,4.5467047691345215,0.049912214279174805,0.4043768346309662,0.40983331203460693,0.41189247369766235,0.4344947040081024,0.4313053488731384,2.156526744365692,0.20236168801784515,5.079495429992676,0.18062642216682434
91,1,s_curve,,0.2,0.25,0.19313864236335548,True,20.0,0.02568512462173818,0.0736311599612236,4.0,97,4.0800323486328125,0.061133384704589844,0.38311636447906494,0.4156268239021301,0.39259564876556396,0.41179901361465454,0.407639741897583,2.038198709487915,0.20701830089092255,5.105368614196777,0.17754313349723816
92,2,s_curve,,0.2,0.25,0.19313864236335548,False,5.0200000000000005,0.13479122660214704,0.12027715146541595,4.0,97,3.9030849933624268,0.1888263861285611,0.11550596356391907,0.40841448307037354,0.19947510957717896,0.34878796339035034,0.3233233392238617,1.6166166961193085,0.2850207984447479,18.978334426879883,0.34683486819267273
